date,product_id,product_status,stock
2018-10-30,1001,Off,59
2018-10-30,1002,On,35
2018-10-30,1003,On,54
2018-10-30,1004,Off,40
2018-10-30,1005,On,5
2018-10-30,1006,Off,20
2018-10-30,1007,On,69
2018-10-30,1008,On,67
2018-10-30,1009,Off,1
2018-10-30,1010,Off,83
2018-10-29,1001,Off,17
2018-10-29,1002,Off,55
2018-10-29,1003,On,79
2018-10-29,1004,On,25
2018-10-29,1005,Off,37
2018-10-29,1006,Off,73
2018-10-29,1007,Off,47
2018-10-29,1008,Off,52
2018-10-29,1009,Off,99
2018-10-29,1010,Off,98
2018-10-28,1001,Off,82
2018-10-28,1002,On,18
2018-10-28,1003,On,55
2018-10-28,1004,On,75
2018-10-28,1005,On,23
2018-10-28,1006,Off,62
2018-10-28,1007,Off,73
2018-10-28,1008,On,15
2018-10-28,1009,Off,64
2018-10-28,1010,On,61
2018-10-27,1001,Off,88
2018-10-27,1002,On,62
2018-10-27,1003,On,67
2018-10-27,1004,On,80
2018-10-27,1005,On,88
2018-10-27,1006,Off,100
2018-10-27,1007,On,60
2018-10-27,1008,Off,39
2018-10-27,1009,On,13
2018-10-27,1010,Off,59
2018-10-26,1001,On,98
2018-10-26,1002,On,85
2018-10-26,1003,Off,49
2018-10-26,1004,Off,64
2018-10-26,1005,Off,99
2018-10-26,1006,On,21
2018-10-26,1007,On,10
2018-10-26,1008,On,22
2018-10-26,1009,Off,35
2018-10-26,1010,On,6
2018-10-25,1001,On,42
2018-10-25,1002,Off,38
2018-10-25,1003,Off,86
2018-10-25,1004,Off,61
2018-10-25,1005,Off,60
2018-10-25,1006,On,70
2018-10-25,1007,On,13
2018-10-25,1008,On,52
2018-10-25,1009,On,69
2018-10-25,1010,On,9
2018-10-24,1001,Off,96
2018-10-24,1002,On,52
2018-10-24,1003,Off,42
2018-10-24,1004,On,34
2018-10-24,1005,On,19
2018-10-24,1006,On,9
2018-10-24,1007,Off,12
2018-10-24,1008,On,35
2018-10-24,1009,Off,74
2018-10-24,1010,Off,0
2018-10-23,1001,Off,76
2018-10-23,1002,Off,89
2018-10-23,1003,Off,13
2018-10-23,1004,Off,70
2018-10-23,1005,On,11
2018-10-23,1006,Off,28
2018-10-23,1007,On,6
2018-10-23,1008,Off,66
2018-10-23,1009,Off,45
2018-10-23,1010,Off,69
2018-10-22,1001,On,51
2018-10-22,1002,On,19
2018-10-22,1003,On,45
2018-10-22,1004,Off,51
2018-10-22,1005,Off,17
2018-10-22,1006,On,82
2018-10-22,1007,On,91
2018-10-22,1008,On,81
2018-10-22,1009,On,4
2018-10-22,1010,On,47
2018-10-21,1001,Off,42
2018-10-21,1002,On,12
2018-10-21,1003,On,67
2018-10-21,1004,Off,33
2018-10-21,1005,On,7
2018-10-21,1006,On,22
2018-10-21,1007,On,46
2018-10-21,1008,Off,76
2018-10-21,1009,On,54
2018-10-21,1010,On,7
2018-10-20,1001,On,86
2018-10-20,1002,Off,42
2018-10-20,1003,On,30
2018-10-20,1004,Off,76
2018-10-20,1005,On,15
2018-10-20,1006,Off,58
2018-10-20,1007,On,94
2018-10-20,1008,On,53
2018-10-20,1009,On,31
2018-10-20,1010,Off,15
2018-10-19,1001,On,86
2018-10-19,1002,On,42
2018-10-19,1003,Off,48
2018-10-19,1004,Off,98
2018-10-19,1005,On,91
2018-10-19,1006,Off,4
2018-10-19,1007,Off,84
2018-10-19,1008,On,0
2018-10-19,1009,On,55
2018-10-19,1010,Off,70
2018-10-18,1001,Off,31
2018-10-18,1002,On,17
2018-10-18,1003,On,60
2018-10-18,1004,Off,12
2018-10-18,1005,Off,31
2018-10-18,1006,On,54
2018-10-18,1007,On,96
2018-10-18,1008,Off,60
2018-10-18,1009,Off,46
2018-10-18,1010,On,90
2018-10-17,1001,On,70
2018-10-17,1002,On,39
2018-10-17,1003,On,9
2018-10-17,1004,Off,2
2018-10-17,1005,Off,38
2018-10-17,1006,Off,27
2018-10-17,1007,On,93
2018-10-17,1008,On,58
2018-10-17,1009,Off,40
2018-10-17,1010,On,1
2018-10-16,1001,Off,43
2018-10-16,1002,On,63
2018-10-16,1003,On,26
2018-10-16,1004,On,40
2018-10-16,1005,Off,24
2018-10-16,1006,Off,20
2018-10-16,1007,Off,43
2018-10-16,1008,Off,3
2018-10-16,1009,On,53
2018-10-16,1010,On,42
2018-10-15,1001,Off,63
2018-10-15,1002,On,72
2018-10-15,1003,Off,66
2018-10-15,1004,On,52
2018-10-15,1005,Off,34
2018-10-15,1006,Off,40
2018-10-15,1007,On,61
2018-10-15,1008,On,47
2018-10-15,1009,On,43
2018-10-15,1010,On,18
2018-10-14,1001,On,43
2018-10-14,1002,On,82
2018-10-14,1003,Off,28
2018-10-14,1004,On,65
2018-10-14,1005,On,96
2018-10-14,1006,On,51
2018-10-14,1007,Off,88
2018-10-14,1008,Off,74
2018-10-14,1009,Off,41
2018-10-14,1010,Off,98
2018-10-13,1001,Off,73
2018-10-13,1002,Off,39
2018-10-13,1003,On,67
2018-10-13,1004,Off,79
2018-10-13,1005,Off,72
2018-10-13,1006,Off,15
2018-10-13,1007,Off,88
2018-10-13,1008,Off,16
2018-10-13,1009,On,97
2018-10-13,1010,Off,95
2018-10-12,1001,Off,30
2018-10-12,1002,On,14
2018-10-12,1003,On,66
2018-10-12,1004,Off,41
2018-10-12,1005,On,5
2018-10-12,1006,On,15
2018-10-12,1007,Off,15
2018-10-12,1008,On,58
2018-10-12,1009,On,65
2018-10-12,1010,On,79
2018-10-11,1001,On,44
2018-10-11,1002,Off,31
2018-10-11,1003,Off,61
2018-10-11,1004,On,2
2018-10-11,1005,On,93
2018-10-11,1006,On,14
2018-10-11,1007,On,57
2018-10-11,1008,On,4
2018-10-11,1009,On,59
2018-10-11,1010,On,40
2018-10-10,1001,On,71
2018-10-10,1002,On,64
2018-10-10,1003,On,57
2018-10-10,1004,Off,40
2018-10-10,1005,On,81
2018-10-10,1006,Off,21
2018-10-10,1007,Off,96
2018-10-10,1008,On,40
2018-10-10,1009,Off,87
2018-10-10,1010,On,79
2018-10-09,1001,Off,2
2018-10-09,1002,On,19
2018-10-09,1003,On,89
2018-10-09,1004,On,85
2018-10-09,1005,On,20
2018-10-09,1006,Off,36
2018-10-09,1007,Off,91
2018-10-09,1008,On,28
2018-10-09,1009,Off,94
2018-10-09,1010,On,21
2018-10-08,1001,Off,17
2018-10-08,1002,Off,7
2018-10-08,1003,Off,93
2018-10-08,1004,On,19
2018-10-08,1005,On,26
2018-10-08,1006,On,4
2018-10-08,1007,On,46
2018-10-08,1008,On,8
2018-10-08,1009,On,29
2018-10-08,1010,Off,57
2018-10-07,1001,On,42
2018-10-07,1002,Off,57
2018-10-07,1003,Off,26
2018-10-07,1004,On,91
2018-10-07,1005,On,72
2018-10-07,1006,On,54
2018-10-07,1007,Off,8
2018-10-07,1008,On,67
2018-10-07,1009,Off,44
2018-10-07,1010,On,55
2018-10-06,1001,On,72
2018-10-06,1002,Off,49
2018-10-06,1003,On,70
2018-10-06,1004,On,64
2018-10-06,1005,Off,53
2018-10-06,1006,On,33
2018-10-06,1007,Off,9
2018-10-06,1008,On,26
2018-10-06,1009,Off,65
2018-10-06,1010,On,10
2018-10-05,1001,Off,31
2018-10-05,1002,On,82
2018-10-05,1003,Off,41
2018-10-05,1004,Off,67
2018-10-05,1005,On,30
2018-10-05,1006,Off,81
2018-10-05,1007,Off,88
2018-10-05,1008,On,33
2018-10-05,1009,Off,83
2018-10-05,1010,On,90
2018-10-04,1001,On,80
2018-10-04,1002,On,30
2018-10-04,1003,On,4
2018-10-04,1004,Off,20
2018-10-04,1005,On,7
2018-10-04,1006,Off,26
2018-10-04,1007,Off,55
2018-10-04,1008,Off,47
2018-10-04,1009,On,24
2018-10-04,1010,On,7
2018-10-03,1001,Off,25
2018-10-03,1002,Off,13
2018-10-03,1003,Off,40
2018-10-03,1004,Off,14
2018-10-03,1005,On,39
2018-10-03,1006,Off,22
2018-10-03,1007,Off,11
2018-10-03,1008,On,75
2018-10-03,1009,Off,96
2018-10-03,1010,Off,5
2018-10-02,1001,Off,34
2018-10-02,1002,On,46
2018-10-02,1003,Off,75
2018-10-02,1004,On,77
2018-10-02,1005,On,9
2018-10-02,1006,On,72
2018-10-02,1007,On,87
2018-10-02,1008,On,84
2018-10-02,1009,On,90
2018-10-02,1010,Off,83
2018-10-01,1001,Off,87
2018-10-01,1002,On,0
2018-10-01,1003,Off,28
2018-10-01,1004,Off,73
2018-10-01,1005,Off,84
2018-10-01,1006,Off,96
2018-10-01,1007,On,61
2018-10-01,1008,On,27
2018-10-01,1009,Off,74
2018-10-01,1010,On,4
2018-09-30,1001,Off,42
2018-09-30,1002,On,41
2018-09-30,1003,Off,3
2018-09-30,1004,On,49
2018-09-30,1005,Off,58
2018-09-30,1006,On,60
2018-09-30,1007,On,76
2018-09-30,1008,Off,62
2018-09-30,1009,Off,36
2018-09-30,1010,Off,54
2018-09-29,1001,Off,69
2018-09-29,1002,Off,68
2018-09-29,1003,On,45
2018-09-29,1004,On,31
2018-09-29,1005,On,42
2018-09-29,1006,Off,80
2018-09-29,1007,On,20
2018-09-29,1008,Off,30
2018-09-29,1009,On,57
2018-09-29,1010,On,42
2018-09-28,1001,Off,60
2018-09-28,1002,On,98
2018-09-28,1003,On,42
2018-09-28,1004,On,60
2018-09-28,1005,Off,52
2018-09-28,1006,On,22
2018-09-28,1007,On,98
2018-09-28,1008,Off,93
2018-09-28,1009,Off,99
2018-09-28,1010,Off,17
2018-09-27,1001,Off,61
2018-09-27,1002,On,88
2018-09-27,1003,Off,74
2018-09-27,1004,Off,4
2018-09-27,1005,On,9
2018-09-27,1006,On,55
2018-09-27,1007,On,67
2018-09-27,1008,On,77
2018-09-27,1009,On,91
2018-09-27,1010,Off,5
2018-09-26,1001,Off,49
2018-09-26,1002,Off,4
2018-09-26,1003,On,32
2018-09-26,1004,Off,45
2018-09-26,1005,On,17
2018-09-26,1006,Off,72
2018-09-26,1007,Off,54
2018-09-26,1008,Off,77
2018-09-26,1009,On,72
2018-09-26,1010,Off,48
2018-09-25,1001,Off,45
2018-09-25,1002,On,82
2018-09-25,1003,On,79
2018-09-25,1004,On,37
2018-09-25,1005,Off,10
2018-09-25,1006,Off,69
2018-09-25,1007,Off,54
2018-09-25,1008,On,44
2018-09-25,1009,On,78
2018-09-25,1010,On,2
2018-09-24,1001,Off,41
2018-09-24,1002,On,24
2018-09-24,1003,On,74
2018-09-24,1004,Off,30
2018-09-24,1005,Off,15
2018-09-24,1006,On,28
2018-09-24,1007,On,39
2018-09-24,1008,Off,34
2018-09-24,1009,On,33
2018-09-24,1010,Off,71
2018-09-23,1001,On,51
2018-09-23,1002,Off,72
2018-09-23,1003,On,73
2018-09-23,1004,On,10
2018-09-23,1005,Off,17
2018-09-23,1006,On,65
2018-09-23,1007,On,24
2018-09-23,1008,On,21
2018-09-23,1009,On,98
2018-09-23,1010,On,24
2018-09-22,1001,Off,63
2018-09-22,1002,Off,46
2018-09-22,1003,Off,25
2018-09-22,1004,On,82
2018-09-22,1005,Off,68
2018-09-22,1006,On,16
2018-09-22,1007,Off,32
2018-09-22,1008,On,14
2018-09-22,1009,Off,79
2018-09-22,1010,On,65
2018-09-21,1001,On,75
2018-09-21,1002,Off,43
2018-09-21,1003,On,79
2018-09-21,1004,On,46
2018-09-21,1005,Off,75
2018-09-21,1006,Off,62
2018-09-21,1007,On,27
2018-09-21,1008,On,90
2018-09-21,1009,On,16
2018-09-21,1010,Off,24
2018-09-20,1001,Off,29
2018-09-20,1002,Off,53
2018-09-20,1003,Off,56
2018-09-20,1004,Off,5
2018-09-20,1005,On,26
2018-09-20,1006,Off,36
2018-09-20,1007,Off,99
2018-09-20,1008,On,58
2018-09-20,1009,Off,84
2018-09-20,1010,Off,94
2018-09-19,1001,On,87
2018-09-19,1002,Off,86
2018-09-19,1003,Off,50
2018-09-19,1004,On,79
2018-09-19,1005,On,61
2018-09-19,1006,Off,14
2018-09-19,1007,Off,9
2018-09-19,1008,Off,83
2018-09-19,1009,Off,23
2018-09-19,1010,Off,63
2018-09-18,1001,Off,64
2018-09-18,1002,On,28
2018-09-18,1003,Off,65
2018-09-18,1004,On,49
2018-09-18,1005,On,98
2018-09-18,1006,On,93
2018-09-18,1007,Off,99
2018-09-18,1008,On,3
2018-09-18,1009,Off,68
2018-09-18,1010,On,22
2018-09-17,1001,Off,38
2018-09-17,1002,On,62
2018-09-17,1003,On,34
2018-09-17,1004,On,7
2018-09-17,1005,Off,53
2018-09-17,1006,Off,88
2018-09-17,1007,On,72
2018-09-17,1008,Off,35
2018-09-17,1009,On,75
2018-09-17,1010,Off,79
2018-09-16,1001,Off,48
2018-09-16,1002,On,74
2018-09-16,1003,On,22
2018-09-16,1004,On,84
2018-09-16,1005,On,63
2018-09-16,1006,On,13
2018-09-16,1007,Off,64
2018-09-16,1008,On,25
2018-09-16,1009,Off,78
2018-09-16,1010,On,74
2018-09-15,1001,On,50
2018-09-15,1002,Off,99
2018-09-15,1003,Off,39
2018-09-15,1004,Off,47
2018-09-15,1005,On,64
2018-09-15,1006,Off,60
2018-09-15,1007,Off,4
2018-09-15,1008,Off,90
2018-09-15,1009,Off,35
2018-09-15,1010,On,23
2018-09-14,1001,Off,47
2018-09-14,1002,Off,52
2018-09-14,1003,Off,15
2018-09-14,1004,Off,4
2018-09-14,1005,On,53
2018-09-14,1006,Off,36
2018-09-14,1007,Off,7
2018-09-14,1008,Off,27
2018-09-14,1009,Off,34
2018-09-14,1010,Off,6
2018-09-13,1001,On,4
2018-09-13,1002,Off,59
2018-09-13,1003,Off,47
2018-09-13,1004,On,32
2018-09-13,1005,On,15
2018-09-13,1006,Off,78
2018-09-13,1007,On,36
2018-09-13,1008,Off,63
2018-09-13,1009,On,46
2018-09-13,1010,Off,91
2018-09-12,1001,On,22
2018-09-12,1002,Off,53
2018-09-12,1003,Off,54
2018-09-12,1004,Off,74
2018-09-12,1005,On,95
2018-09-12,1006,On,25
2018-09-12,1007,Off,58
2018-09-12,1008,Off,92
2018-09-12,1009,On,41
2018-09-12,1010,On,21
2018-09-11,1001,Off,86
2018-09-11,1002,Off,76
2018-09-11,1003,On,42
2018-09-11,1004,Off,7
2018-09-11,1005,Off,21
2018-09-11,1006,On,79
2018-09-11,1007,On,35
2018-09-11,1008,Off,40
2018-09-11,1009,Off,87
